Date,price_TSLA,vol8_TSLA,vol12_TSLA,vol24_TSLA,vol30_TSLA,macd_TSLA,log_ret_TSLA,log_ret_norm5_TSLA,sma8_TSLA,sma12_TSLA,sma24_TSLA,sma30_TSLA,ema8_TSLA,ema12_TSLA,ema24_TSLA,ema30_TSLA,volume_zscore8_TSLA,volume_zscore12_TSLA,volume_zscore24_TSLA,volume_zscore30_TSLA,^N225,HG=F,ZC=F,TLT,^GSPC,AUDUSD=X,CL=F,SHY,BRL=X,^VIX,NG=F,^FVX,UUP,SI=F,TIP,^IRX,IEF,HYG,day_of_week,month
2023-09-06,0.2349689038137756,0.0780481819918724,0.016937761437013903,-0.12066256704355179,-0.0904531043854898,0.048217673484124,0.999638314363718,0.8120027966211787,-0.16911231148046146,-0.18674122184206923,-0.1908203951094926,-0.17418054011768883,-0.1412971592791467,-0.1809005509465195,-0.20144182813805156,-0.19160890910481093,-0.18935687407952217,-0.17684655714347716,-0.04622408104280854,-0.04333860994934145,0.23751175998104188,0.2118505120657117,-0.09586722501209223,0.10988787254517825,0.5598119470403674,0.1976671625313684,-0.09087997619550475,0.010977232279278404,-0.24032932657762668,-0.28750073449693736,-0.18404122466690748,-0.09758076266157303,-0.2018163324724807,0.21310878646316062,0.12696573072751138,-0.11290136372740343,0.0938729996606623,0.272127351329738,-0.23964472651907204,-0.09583403824667358
2023-09-07,0.24088483756853682,0.09919288770595931,0.03950218244266307,-0.10253420542797849,-0.07108135733258522,0.03831287407791811,0.9996339376030969,0.8207465368494112,-0.1532739746976628,-0.1680990365971109,-0.1715181758982682,-0.15516676497420812,-0.12438929156045253,-0.16225461854655804,-0.18323598737536675,-0.1730449866001627,-0.18276031525248265,-0.17627199182602682,-0.053863619296644225,-0.05380746609629999,0.23330216335573287,0.2239266334689035,-0.10534243487444711,0.10504617776179133,0.5545235111712308,0.18929209973601874,-0.06465075175760299,0.0012740038092986777,-0.23032054119273784,-0.3139758814330505,-0.18572382352537092,-0.09447561759679121,-0.2025056265520304,0.2250891460121903,0.12211163928269621,-0.10758783736276817,0.08816301281294436,0.274515255193731,-0.22825411753525324,-0.08125559788578
2023-09-08,0.24339784828638472,0.13234347793984172,0.08040811642891271,-0.06652647417289481,-0.03293056384670207,0.020144240811581685,0.9996257741058414,0.823046236625747,-0.12816814647577643,-0.1323434098110997,-0.1278388000777613,-0.11502608353935342,-0.097945266414569,-0.12693323934127718,-0.14195067927640895,-0.13257758603703448,-0.18003344208555178,-0.18258845910580296,-0.07630245415924601,-0.08222284427357882,0.2129521652652007,0.20245786711550168,-0.10400674473969333,0.12001446065679651,0.5445281167189944,0.18507444647819385,-0.10164322303964944,0.03409338156433729,-0.2221992924890879,-0.3008922255294327,-0.2050436783595636,-0.12336539351684861,-0.189693128259106,0.23921297835454913,0.14429778188808878,-0.11347933339194453,0.11401655381170404,0.27357413126556646,-0.22180316142522144,-0.06547602401138387
2023-09-11,0.27187708065248006,0.1918531501444471,0.1551142254477128,0.03903803890240861,0.03810675756555506,0.00753381030066896,0.9995617165653419,0.8416688601277097,-0.1280370085942659,-0.14955056607441908,-0.16303474751571861,-0.13110020077236761,-0.09956304454746698,-0.13876117736531396,-0.15321354257786832,-0.13360225593052447,-0.04792613909384713,-0.04142371422554347,0.08783085684814305,0.09230230568557653,0.18720282954289308,0.2886350294086884,-0.08246767716264973,0.08470282694130059,0.5477187020891883,0.20455505897309764,-0.11994844456345416,0.036388619300705145,-0.19945702304794105,-0.2888133682911467,-0.19189353636958106,-0.10882237092240854,-0.24545750969516714,0.25583123341207664,0.12635784180989584,-0.1247236610326311,0.09432705744777448,0.27196898001066855,-0.275073827824829,0.02189804756797191
2023-09-12,0.2627487524528875,0.1679122657003088,0.13174371162072862,0.00665096407189019,0.013322557610601407,0.013659741894456888,0.99956689594624,0.848982272971815,-0.13066348779505546,-0.15462819795722846,-0.17339908846489685,-0.14308480903478532,-0.10335725345783371,-0.1443940558039568,-0.17048147464542618,-0.1528295560470993,-0.05275505815840262,-0.04750257065838849,0.07653719775100402,0.0790095680552366,0.1731881915950151,0.29443027875375866,-0.07586514661637686,0.0792006176947063,0.5721638148524181,0.19401652791688995,-0.1275544552589225,0.04690280852563859,-0.18305975485401726,-0.2936162943481463,-0.20673376747712746,-0.11126139227038513,-0.2564287089493886,0.2531040335219038,0.13108531266181644,-0.1393049792609811,0.09567254532034446,0.28181220913381066,-0.26325035930067736,-0.002184249539756136
2023-09-13,0.2651167592648005,0.1870016368259892,0.16168276064282128,0.046544525528420415,0.04753908934106898,0.0005305715363904377,0.9995658630853318,0.8475678094864408,-0.12571270000651763,-0.14584486901919633,-0.16467336708830327,-0.13082616819958143,-0.0963922342046343,-0.13489211575837515,-0.15754359911058102,-0.1372667691049896,-0.05668622411428158,-0.053309077461013106,0.06843856636590077,0.0709375745972958,0.16704156715195895,0.29739517197083715,-0.08333507413882899,0.08221467219446617,0.5801712731718806,0.18441285274179403,-0.1374436984154075,0.06187497094214947,-0.17843886769453582,-0.2912188104968281,-0.2211347571134362,-0.1214638039497464,-0.2590768870743312,0.24535008028729996,0.13921758804410142,-0.1448000011673119,0.10466715087283483,0.2919782653479307,-0.279427737639546,0.02177268586141798
2023-09-14,0.25248318515619733,0.2242392391627893,0.22747367904210974,0.15533249842524322,0.14534339902399346,-0.04509121183251396,0.9995508729056118,0.8395887542372124,-0.12073002629210891,-0.12229977252889256,-0.1112152758920272,-0.07090124430713889,-0.08755428296670902,-0.11133713094499066,-0.09960888150649037,-0.07083375969586451,-0.0612872923669099,-0.06097431464912486,0.04607167886604072,0.04525027580797215,0.20421332118428784,0.3094275315926959,-0.09275194067279176,0.05666998178684385,0.6164122170026366,0.20109483102822923,-0.0981366877166719,0.05396893494553648,-0.16340590006850803,-0.3156472048847015,-0.18654228384979513,-0.10703655406058203,-0.26308092461378013,0.32080002938998153,0.12275153568268564,-0.16555737668444073,0.08553091383511399,0.320102680959133,-0.25954650594466017,0.0792567438117174
2023-09-15,0.25620707823291716,0.23108696838148549,0.21586265427047194,0.09837548376785904,0.09057347545282662,0.003014469081939262,0.999539744061537,0.8308410705158259,-0.12388279501978633,-0.1471234306556421,-0.19149302379821306,-0.15615636735176722,-0.0956938393800358,-0.13743712466663233,-0.17806587247772554,-0.15884277423573243,-0.01418419523236346,-0.010637758783466946,0.11286450890940793,0.11055390064109871,0.21923848182866504,0.34045782239849537,-0.058043088129307384,0.07123471166435716,0.5982360260230454,0.16969299505848556,-0.05835357270262179,0.055286926651714106,-0.15118667930783514,-0.35303368808780244,-0.15623290054437003,-0.11598000284149977,-0.3096647646762605,0.2905269887537106,0.12997864720614954,-0.06641471373108722,0.09775878162735509,0.30921172452422735,-0.2679233613204601,0.026501284927122132
2023-09-18,0.2429714674437046,0.21284767111228314,0.20048455760538178,0.07947425655492575,0.08717775817550436,-0.01765748563748255,0.999546657764529,0.8334437583554143,-0.1352703109886429,-0.14815038081740964,-0.16811583584513942,-0.13297245402598715,-0.10627674933596196,-0.140337712074868,-0.17057265927573287,-0.15146462941192815,0.0017644292466392703,0.007753160197278153,0.11840784710924708,0.11131545252989469,0.24200044182047825,0.3503198742955401,-0.0520189197933068,0.06878818356588756,0.5899198975121697,0.1591389008092651,-0.036783408574772664,0.06808811145831568,-0.14185072644045096,-0.35121818307770614,-0.1703732989554257,-0.12838102254703831,-0.3042918523834089,0.2962892773361835,0.12717033613307263,-0.06288377866332791,0.10261364357833988,0.31544354367981947,-0.24368834982905813,0.017256040591751804
2023-09-19,0.24431445478486824,0.21859727285990294,0.20077607577941356,0.05845721208564279,0.06109194006655229,0.010991518187282988,0.9995376997587809,0.8311793554132278,-0.130316721610232,-0.1523744812877942,-0.2143305975819855,-0.18808540527173265,-0.10560521353265233,-0.14783376092792927,-0.21235086408616727,-0.2032249139939818,0.006263208653403844,0.010439773231793565,0.13540525750936686,0.132435957954809,0.22453559498379352,0.3315865799591165,-0.0722183169621424,0.08773943881715147,0.5809156019815608,0.1491102257957631,-0.04880051619929033,0.07836279508811504,-0.14086652536794617,-0.3430183686813684,-0.14893678249195924,-0.14186209315230972,-0.2912898374387211,0.2925160904889391,0.13795373045572934,-0.061843774880012546,0.11787442774552238,0.30638362747598585,-0.22773668599646718,-0.009527882385672386
2023-09-20,0.21953160108405814,0.2368156941668934,0.22760893063520918,0.036888779917872545,0.02686008300202188,0.06308520019789426,0.9995351004520509,0.8303205582913453,-0.13726688271505885,-0.16595727004742636,-0.29959485706169386,-0.2968756616119578,-0.12228394244983497,-0.1766313918946661,-0.30535408605917924,-0.3199907544710641,0.01913368805696069,0.024343168612688884,0.1738958346241235,0.17507168641539736,0.2269401097315689,0.3193551443125137,-0.06400304383485479,0.09498606734550744,0.5783651444419297,0.08998074130082949,-0.04473710886095199,0.10550959307691461,-0.13414145925471935,-0.3252299204587036,-0.12152075039536549,-0.16405007643940683,-0.31627456864160564,0.3395566456163807,0.15232745603509804,-0.028062447041080144,0.14277570970127187,0.3193736540215237,-0.2851667411707108,-0.08654824495095972
2023-09-21,0.2315315778337177,0.23743218547778644,0.21096705671316196,0.021980327100907183,0.024107051072832047,0.034116018012266464,0.9995307286421972,0.8283686542857784,-0.14762805227834874,-0.17174067368879875,-0.2678501274630203,-0.2569250754697403,-0.1223816640076345,-0.17192640220378672,-0.28304548381476224,-0.29640964566990696,0.023189108694404506,0.031172523448841593,0.16258440798749654,0.15501460395013916,0.2547257657466307,0.3397889281468894,-0.04858836406831087,0.12701497546961538,0.5690707246583925,0.10090795180320579,0.004902591609439516,0.12760106753428388,-0.12861568920303915,-0.33232006875164916,-0.096623204665931,-0.19834698913232057,-0.30396078593249326,0.3402695060430946,0.18246366059304292,-0.050348927854110534,0.17245820699418357,0.3248022051342399,-0.28217581835370037,-0.06951715528263944
2023-09-22,0.24601126982385707,0.24415926278927227,0.1886180335327423,-0.010815575431374184,0.0003514587065068934,0.01823587935305144,0.9995374004185932,0.8315021281016466,-0.15652613298480203,-0.1788798144059742,-0.24577711107753797,-0.22519360295029103,-0.12023755847562034,-0.1680044564668724,-0.27171847572905194,-0.2892249268027761,0.009401250185937215,0.030765853765643118,0.1420036585871541,0.12737071558716828,0.24637284886204908,0.3583834415313768,-0.034946775136645424,0.0955550881940121,0.5700408471900268,0.10901709235610682,-0.015258719991980745,0.09654311408097349,-0.17467190701367444,-0.3123944443647661,-0.08351599200473016,-0.16804084534873348,-0.325151817106153,0.33065931086492584,0.14993890677632823,-0.033791168335362304,0.13780340146121828,0.2993109922678386,-0.3042371636457933,-0.07455153732226014
2023-09-25,0.2423327994616601,0.23647961458968084,0.18986339142767122,-0.004406255987051494,0.010290851603613852,0.013543061319044829,0.999537791966737,0.8255772007042471,-0.1551562676506889,-0.17685618795888655,-0.2478493453582318,-0.23357384602706405,-0.11998587807028481,-0.1668817091997612,-0.27446940797927455,-0.2984873781779444,0.01027268359105734,0.032945272420951285,0.1426071257182437,0.1270211867648961,0.24835961730504433,0.36174891326524894,-0.032231172433851665,0.08762400014974002,0.5712240075632721,0.12107336782320612,-0.01791895640100509,0.10517446146235906,-0.17966408561798522,-0.3138856195309579,-0.0871602074651144,-0.18034273434691364,-0.32445226793763077,0.32382521313452595,0.14450095083723286,-0.032226884866349954,0.13904053280920298,0.3002847293420801,-0.3081433455661289,-0.06414732785990998
2023-09-26,0.24392362266060083,0.23633425038383643,0.183287144492903,-0.0023762743687585517,0.013130805563251182,0.0026580291723785816,0.9995373968634138,0.8208604230890266,-0.15427264952879444,-0.17927044020249805,-0.23884888821018854,-0.21995243979952556,-0.11747518228930003,-0.16334728877447516,-0.2666627893558512,-0.29501986455888374,0.029845030625317955,0.055820137871778794,0.16882958564082823,0.14480346505658642,0.2535255032337657,0.3581183601319363,-0.020158255691224137,0.07772518213916203,0.5633743641899271,0.11886400427719829,-0.023933066225471866,0.10288304479653192,-0.18480667188055608,-0.3145284978124789,-0.09855930759773285,-0.17798323932378782,-0.32052781974788946,0.3222588974370831,0.13831428205938098,-0.019230807217644374,0.13387162205821268,0.2969714999281931,-0.3202756007708199,-0.05275809504225314
